Date,Campaign,Campaign UUID,Campaign End Date,Campaign Link,Campaign Segment,Campaign Segment UUID,Campaign Segment Link,Campaign Start Date,Campaign Type,Campaign Updated At,Sends,Delivered,Bounces,Soft Bounces,Impressions,Unique Impressions,Revenue per Purchase,Revenue,Purchases,Unique Open Rate,Clicks,Unique Clicks,Unique Click %,CTOR,Unsubscribe Rate,Unsubscribes,Spam Rate,Spam Reports,Add to Cart,Orders,Activations,BCC Sends,Clicks (bot only),Clicks (user only),Device Bounces,Device Sends,Dismisses,Drops,Holdouts,Impressions (pre-fetch only),Impressions (user only),Journey Actions,Subscribes,Subscription Cancels,Subscription Downgrade,Subscription Starts,Subscription Upgrade,Unique Clicks (bot only),Unique Clicks (user only),Unique Impressions (pre-fetch only),Unique Impressions (user only),Unique Soft Bounces,Visits,Add to Wishlist,App install,App update,Category View,Digioh Sign Up,Financing Alert Cart,Financing Alert Wishlist,GX Add to Cart,GX Listing View,GX Purchase,InSync View,Inbound Message,Manufacturer View,New Lead,Push Notification Test,Remove from Wishlist,Time To Reorder (Consumables),add_to_cart,app_open,april2025_15off_email,april2025_20off_email,back_in_stock.add_to_cart,back_in_stock.add_to_wishlist,catalog_change.sw_financingmonths_v2.add_to_cart,catalog_change.sw_financingmonths_v2.add_to_wishlist,checkout,identify,item-alert-rebate-available,item_alert,item_alert_preowned,item_alert_price_increase,journey_gatekeeper_triggered,journey_queue_completed,journey_started,pageload,persona_gateway,price_change.add_to_cart,price_change.add_to_wishlist,purchase,remove_from_cart,se_subscribe,se_unsubscribe,search,subscribe_interest,unsubscribe_interest,view,web_subscribe,web_unsubscribe,Bounce Rate,Click %,Clicks per Unique Impression,Delivered %,Opens/Sends,Orders per Unique Click,Revenue %,Revenue per Delivered,Revenue per Impression,Revenue per Order,Revenue per Unique Click,Spam Report %,Unique Clicks per Send,Unique Impressions (user only) %,Unique Soft Bounce %
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240323 - inSync (A/B),f9b4eeb6-5650-4702-b8db-20b328090622,none,https://app.getblueshift.com/dashboard#/app/campaigns/f9b4eeb6-5650-4702-b8db-20b328090622/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/23/24 18:00,One Time Send,3/23/24 22:15,3217730,3200293,542,7639,1629401,1102405,485.2803197,1760597,3628,34.45,86010,59648,1.86,5.41,0.1,3067,0.01,242,13,3628,299,0,362,385,0,0,0,10504,0,1316596,312790,0,0,0,0,0,0,51,262,905389,247635,7623,57858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.67,0.078020328,99.46,50.64,6.08,0.547154982,0.550136191,1.080517933,485.2803197,29.51644649,0.01,0.018537292,7.74,0.24
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231202 - inSync,2730b27b-bfb4-4f35-8442-01261545ce41,none,https://app.getblueshift.com/dashboard#/app/campaigns/2730b27b-bfb4-4f35-8442-01261545ce41/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,12/2/23 19:00,One Time Send,12/2/23 23:03,3217603,3203046,583,7109,1595288,1074145,511.4343891,1017243,1989,33.54,46425,27083,0.85,2.52,0.07,2119,0.01,337,8,1989,279,0,371,211,0,0,0,9726,0,1322450,272823,0,0,0,0,0,0,28,29,899592,227459,7100,15308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.44,0.043220422,99.55,49.58,7.34,0.31614932,0.317586135,0.637654768,511.4343891,37.56020382,0.01,0.008417135,7.1,0.22
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20231211 - Green Monday AM,fba64c96-bc8a-4f01-bcd4-54b088678e4d,none,https://app.getblueshift.com/dashboard#/app/campaigns/fba64c96-bc8a-4f01-bcd4-54b088678e4d/details,T1+2+3+deal alerts - All not locked,7278d812-a856-491d-903e-0180dcd41c1a,https://app.getblueshift.com/dashboard#/app/segments/7278d812-a856-491d-903e-0180dcd41c1a/edit,12/11/23 16:45,One Time Send,12/11/23 19:45,3217100,3199535,265,9221,1564906,1063745,426.5978632,1876604,4399,33.25,64496,50143,1.57,4.71,0.06,2056,0.01,308,1,4399,569,0,102,33,0,0,0,9895,0,1291914,272991,0,0,0,0,0,0,16,19,884153,231827,9279,39137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0.060631072,99.45,48.64,8.77,0.583321625,0.586523979,1.199180015,426.5978632,37.42504437,0.01,0.015586398,7.25,0.29
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240406 - inSync,9f4e5e21-8528-420d-bf00-eb1928a9cb8c,none,https://app.getblueshift.com/dashboard#/app/campaigns/9f4e5e21-8528-420d-bf00-eb1928a9cb8c/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,4/6/24 18:00,One Time Send,4/6/24 22:03,3204512,3186944,896,7469,1569888,1091289,474.339249,1844231,3888,34.24,87899,59108,1.85,5.42,0.1,3073,0.01,261,9,3888,312,0,380,862,0,0,0,10499,0,1252400,317478,0,0,0,0,0,0,88,567,865771,257719,7499,57611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2.74,0.080546033,99.45,48.99,6.58,0.575510717,0.578683215,1.174753231,474.339249,31.20103878,0.01,0.018445242,8.09,0.23
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240413 - inSync,5e5d9914-d4aa-444a-9073-ad20d52249b2,none,https://app.getblueshift.com/dashboard#/app/campaigns/5e5d9914-d4aa-444a-9073-ad20d52249b2/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,4/13/24 18:00,One Time Send,4/13/24 22:03,3193237,3170480,709,12908,1413291,1001981,485.0337386,1595761,3290,31.6,77592,54606,1.72,5.45,0.09,2859,0,143,9,3290,238,0,537,1154,0,0,0,10438,0,1103921,309351,0,0,0,0,0,0,108,779,806344,243838,13196,49953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.43,0.077438594,99.29,44.26,6.02,0.499731464,0.503318425,1.129109999,485.0337386,29.2231806,0,0.017100516,7.69,0.41
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250422 - April Giveaway,05c6919f-6dcc-45d2-9ee2-84acda07c5c0,none,https://app.getblueshift.com/dashboard#/app/campaigns/05c6919f-6dcc-45d2-9ee2-84acda07c5c0/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,4/22/25 14:00,One Time Send,4/22/25 19:15,3186724,3171101,317,11276,979527,769104,605.8178914,948105,1565,24.25,60495,37231,1.17,4.84,0.07,2316,0.01,172,1,1565,88,0,23561,36934,0,0,0,5338,0,741882,237641,0,0,0,0,0,0,9838,29742,588072,199825,11300,25647,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.9,0.078656463,99.51,30.74,4.2,0.297517137,0.298982908,0.967921252,605.8178914,25.46547232,0.01,0.011683158,6.3,0.35
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240420 - inSync (A/B),5328efaa-cde2-4952-af4a-974812aa5eba,none,https://app.getblueshift.com/dashboard#/app/campaigns/5328efaa-cde2-4952-af4a-974812aa5eba/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,4/20/24 18:00,One Time Send,4/20/24 22:03,3182263,3164889,485,7709,1445707,1035356,488.209607,1677000,3435,32.71,84485,54998,1.74,5.31,0.09,2969,0.01,209,16,3435,273,0,791,4268,0,0,0,10397,0,1126568,319122,0,0,0,0,0,0,281,3044,822099,254476,7784,53307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.65,0.081599952,99.45,45.43,6.25,0.526983471,0.529876403,1.159986083,488.209607,30.49201789,0.01,0.01728267,8.04,0.24
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240504 - inSync (A/B),0ae0385c-8301-4861-941c-bda0748515bd,none,https://app.getblueshift.com/dashboard#/app/campaigns/0ae0385c-8301-4861-941c-bda0748515bd/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,5/4/24 18:00,One Time Send,5/4/24 22:03,3171107,3157522,551,3093,1418575,1024942,410.9450704,1458855,3550,32.46,82326,53147,1.68,5.19,0.09,2874,0.01,288,11,3550,242,0,15376,63392,0,0,0,10523,0,1105585,312970,0,0,0,0,0,0,10454,45988,825798,241592,3025,50888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.6,0.080322594,99.57,44.73,6.68,0.460045971,0.462025284,1.028394692,410.9450704,27.44943271,0.01,0.016759762,7.65,0.1
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250329 - inSync,fde33104-6cac-4a64-8c89-0c9536236308,none,https://app.getblueshift.com/dashboard#/app/campaigns/fde33104-6cac-4a64-8c89-0c9536236308/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/29/25 18:00,One Time Send,3/29/25 22:03,3169184,3159210,271,5316,1318474,959307,567.7488152,1197950,2110,30.37,68607,39052,1.24,4.07,0.07,2147,0,124,15,2110,152,0,25392,43215,0,0,0,5031,0,1081382,237088,0,0,0,0,0,0,10428,31984,790870,193537,5273,29596,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.16,0.071517252,99.69,41.6,5.4,0.37799951,0.379192899,0.908588262,567.7488152,30.67576565,0,0.012322415,6.13,0.17
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240511 - inSync (A/B),d3c8ce15-5511-467c-b541-ae11fb8e2bff,none,https://app.getblueshift.com/dashboard#/app/campaigns/d3c8ce15-5511-467c-b541-ae11fb8e2bff/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,5/11/24 18:00,One Time Send,5/11/24 22:33,3168067,3153823,543,4853,1404245,1042874,539.4630147,1546101,2866,33.07,77725,50758,1.61,4.87,0.1,2999,0.01,296,13,2866,220,0,15265,58927,0,0,0,10545,0,1096995,307226,0,0,0,0,0,0,9965,43229,835798,245424,4771,44600,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.45,0.074529617,99.55,44.32,5.65,0.488026611,0.490230745,1.101019409,539.4630147,30.46024272,0.01,0.016021757,7.78,0.15
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240427 - inSync (A/B),52c05818-ee1d-4359-a6cf-0570b6040db2,none,https://app.getblueshift.com/dashboard#/app/campaigns/52c05818-ee1d-4359-a6cf-0570b6040db2/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,4/27/24 18:00,One Time Send,4/27/24 22:04,3164234,3151622,320,2431,1422436,1024853,498.6682175,1714920,3439,32.52,81307,53785,1.71,5.25,0.09,2900,0.01,308,9,3439,250,0,15125,62180,0,0,0,10432,0,1109003,313418,0,0,0,0,0,0,10433,46070,806571,250828,2381,51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.57,0.07933528,99.6,44.95,6.39,0.541970031,0.544138859,1.205621905,498.6682175,31.88472622,0.01,0.016997795,7.96,0.08
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20230119 - Giveaway,a7511093-2e0a-45d4-96c5-5df394cdac4a,none,https://app.getblueshift.com/dashboard#/app/campaigns/a7511093-2e0a-45d4-96c5-5df394cdac4a/details,T1+2+3 - All,5bfa13cc-8e1d-423d-9392-6a579d326cc3,https://app.getblueshift.com/dashboard#/app/segments/5bfa13cc-8e1d-423d-9392-6a579d326cc3/edit,1/19/23 16:00,One Time Send,12/14/23 23:42,3160363,3115472,442,38154,1504155,1098477,277.1796511,1604593,5789,35.26,112497,90131,2.89,8.21,0.1,3070,0.01,411,1,5789,674,0,7,42,0,0,0,6326,0,1145705,358448,0,0,0,0,0,0,2,3,858181,279921,38513,126562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,0,0,0,0.01,3.56,0.102411794,98.58,47.59,6.42,0.507724271,0.515040097,1.066773704,277.1796511,17.802898,0.01,0.028519192,8.98,1.22
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240518 - inSync (A/B),1f9e1305-aff1-4d77-89a4-30eec5d24adf,none,https://app.getblueshift.com/dashboard#/app/campaigns/1f9e1305-aff1-4d77-89a4-30eec5d24adf/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,5/18/24 18:00,One Time Send,5/18/24 22:03,3157541,3142885,544,4868,1391750,1030204,578.2362934,1497632,2590,32.78,73832,49498,1.57,4.8,0.1,2997,0.01,267,9,2590,191,0,14322,56213,0,0,0,10505,0,1089175,302559,0,0,0,0,0,0,9935,41181,826060,235086,4862,43365,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2.34,0.071667359,99.54,44.08,5.23,0.474303263,0.476515049,1.076078319,578.2362934,30.2564144,0.01,0.015676123,7.48,0.15
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,Welcome Series V2,23b1db6b-4048-4f1a-9916-e5f277a26506,none,https://app.getblueshift.com/dashboard#/app/campaigns/23b1db6b-4048-4f1a-9916-e5f277a26506/details,none,none,https://app.getblueshift.com/dashboard#/app/segments/none/edit,4/26/24 13:13,Event Triggered,2/21/25 21:14,3154651,2213028,6276,15837,522207,341023,515.7285559,949972,1842,15.41,35291,20474,0.93,6,0.22,4881,0.02,453,4,1842,1013,0,10696,23838,0,0,0,9686,0,300706,221493,548783,2,0,0,0,0,3598,17551,217544,148282,15607,13965,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.12,0.103485689,70.15,16.55,9,0.301133786,0.429263435,1.819148345,515.7285559,46.398945,0.01,0.0064901,6.7,0.49
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240525 - inSync (A/B),4eb12908-3e4e-45d3-ae84-0d4c47748f98,none,https://app.getblueshift.com/dashboard#/app/campaigns/4eb12908-3e4e-45d3-ae84-0d4c47748f98/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,5/25/24 18:00,One Time Send,5/25/24 22:33,3150414,3134893,175,5714,1371303,1001953,533.4936937,1184356,2220,31.96,67179,44693,1.43,4.46,0.09,2941,0.01,210,10,2220,170,0,14282,49480,0,0,0,10521,0,1076368,294906,0,0,0,0,0,0,9749,36868,808445,238091,5696,38028,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.13,0.067048055,99.51,43.53,4.97,0.375936623,0.377797903,0.863671997,533.4936937,26.49980981,0.01,0.014186389,7.59,0.18
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240601 - inSync (A/B),69eca45f-9300-4f45-933a-5851d58cf9b2,none,https://app.getblueshift.com/dashboard#/app/campaigns/69eca45f-9300-4f45-933a-5851d58cf9b2/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,6/1/24 18:00,One Time Send,6/1/24 22:18,3138172,3121784,490,6007,1349293,959995,465.4893396,895136,1923,30.75,60996,39771,1.27,4.14,0.09,2682,0.01,238,16,1923,148,0,14102,43330,0,0,0,10570,0,1060495,288782,0,0,0,0,0,0,9467,32652,788957,229568,5963,33484,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.94,0.063537831,99.48,43,4.84,0.285241217,0.286738608,0.663411135,465.4893396,22.50725403,0.01,0.012673302,7.35,0.19
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20250315 - inSync A/B,8f60c118-9184-4fa3-ac7a-2be3a6453a23,none,https://app.getblueshift.com/dashboard#/app/campaigns/8f60c118-9184-4fa3-ac7a-2be3a6453a23/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,3/15/25 18:00,One Time Send,3/15/25 23:09,3133083,3117417,567,11338,907228,703659,575.7389163,701250,1218,22.57,60445,28589,0.92,4.06,0.09,2710,0.01,170,5,1218,102,0,32763,27682,0,0,0,4957,0,751516,155706,0,0,0,0,0,0,8909,21067,597195,127887,11300,19769,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.93,0.085900983,99.5,28.96,4.26,0.223821073,0.224945845,0.772958947,575.7389163,24.52866487,0.01,0.009124878,4.1,0.36
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240608 - inSync (A/B),77dfa786-74fb-4697-acad-58a9d2bde461,none,https://app.getblueshift.com/dashboard#/app/campaigns/77dfa786-74fb-4697-acad-58a9d2bde461/details,inSync Audience,65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a,https://app.getblueshift.com/dashboard#/app/segments/65ba7ff4-c8ce-4d45-b8ef-3874a74ce89a/edit,6/8/24 18:00,One Time Send,6/8/24 22:33,3129484,3114445,601,5116,1347901,1010382,545.489605,1049522,1924,32.44,61756,38156,1.23,3.78,0.1,2990,0.01,233,8,1924,138,0,16220,39958,0,0,0,10586,0,1063324,284567,0,0,0,0,0,0,9918,30015,815297,237521,5153,31390,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.97,0.061121437,99.52,43.07,5.04,0.33536583,0.336985241,0.778634336,545.489605,27.5060803,0.01,0.012192425,7.63,0.16
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240620 - Giveaway,7f03d31e-ed3c-4b65-aa7c-86292877d40e,none,https://app.getblueshift.com/dashboard#/app/campaigns/7f03d31e-ed3c-4b65-aa7c-86292877d40e/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,6/20/24 15:10,One Time Send,6/21/24 2:33,3112824,3090628,343,8375,1156627,865363,447.3414634,917050,2050,28,55733,35907,1.16,4.15,0.08,2612,0.01,174,0,2050,181,0,14998,36727,0,0,0,10016,0,916913,239705,0,0,0,0,0,0,9641,28574,701199,198477,8423,30069,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.79,0.064404186,99.29,37.16,5.71,0.294603871,0.296719631,0.792865807,447.3414634,25.53958838,0.01,0.011535185,6.42,0.27
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241025 - Giveaway,0a3305fd-9420-4391-b3e3-692a4ac4ecf9,none,https://app.getblueshift.com/dashboard#/app/campaigns/0a3305fd-9420-4391-b3e3-692a4ac4ecf9/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,10/25/24 14:00,One Time Send,10/25/24 20:18,3097056,3080221,1932,12611,1356721,932555,554.3695175,1516755,2736,30.28,74690,54369,1.77,5.83,0.05,1436,0.01,229,0,2736,202,0,18890,55800,0,0,0,3588,0,1101706,255011,0,0,0,0,0,0,9022,47414,762007,202862,12634,40710,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,2.41,0.080091791,99.46,43.81,5.03,0.489740902,0.49241759,1.117956455,554.3695175,27.89742316,0.01,0.017555059,6.59,0.41
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240725 - Giveaway,01513525-4ced-4cde-9e89-b615bc20dfa5,none,https://app.getblueshift.com/dashboard#/app/campaigns/01513525-4ced-4cde-9e89-b615bc20dfa5/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,7/25/24 14:00,One Time Send,7/25/24 19:12,3085979,3068537,468,8059,832992,627853,449.8449511,690512,1535,20.46,53755,33166,1.08,5.28,0.05,1654,0.01,234,5,1535,126,0,18440,35315,0,0,0,9883,0,605602,227384,0,0,0,0,0,0,8518,26491,459962,188710,8162,24628,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.74,0.085617175,99.43,26.99,4.63,0.223757842,0.225029713,0.82895394,449.8449511,20.81987578,0.01,0.010747319,6.15,0.26
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240912 - Giveaway,3c0a7d32-773c-47fe-a67c-788a1acfa425,none,https://app.getblueshift.com/dashboard#/app/campaigns/3c0a7d32-773c-47fe-a67c-788a1acfa425/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,9/12/24 15:30,One Time Send,9/12/24 20:42,3079666,3059090,438,10454,1351101,945649,501.6349306,1591186,3172,30.91,87670,57357,1.87,6.07,0.05,1433,0.01,289,1,3172,259,0,18512,69158,0,0,0,9830,0,1089167,261932,0,0,0,0,0,0,9654,51369,772840,212561,10283,47628,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.85,0.092708817,99.33,43.87,5.53,0.51667486,0.52015011,1.17769582,501.6349306,27.74179263,0.01,0.018624422,6.95,0.33
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20241215 - Giveaway,f8eb6156-dea7-4974-8055-817e283ddf65,none,https://app.getblueshift.com/dashboard#/app/campaigns/f8eb6156-dea7-4974-8055-817e283ddf65/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,12/15/24 17:00,One Time Send,12/15/24 23:09,3074103,3059404,1185,10951,1355161,973415,473.5736282,1691605,3572,31.82,77814,50764,1.66,5.22,0.07,2162,0.01,241,1,3572,321,0,22326,55488,0,0,0,4061,0,1090434,264724,0,1,0,0,0,0,9773,43202,784831,214531,10900,38806,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.53,0.079939183,99.52,44.08,7.04,0.550275967,0.552919784,1.248268656,473.5736282,33.3229257,0.01,0.016513435,7.01,0.35
2022-01-01T00:00:00-05:00 - 2025-05-12T23:59:59-04:00,20240807 - Giveaway,cba9d80b-4474-491e-9553-af2eeb1fb264,none,https://app.getblueshift.com/dashboard#/app/campaigns/cba9d80b-4474-491e-9553-af2eeb1fb264/details,Giveaway Segment V2,3c33e0c2-377a-407e-a3e9-48fdf6f008a1,https://app.getblueshift.com/dashboard#/app/segments/3c33e0c2-377a-407e-a3e9-48fdf6f008a1/edit,8/7/24 14:00,One Time Send,8/7/24 19:09,3073604,3060058,331,4039,1138973,830303,578.7853598,1399503,2418,27.13,66664,43636,1.43,5.26,0.05,1673,0.01,161,0,2418,203,0,18880,47784,0,0,0,9964,0,899324,239646,0,0,0,0,0,0,9013,36389,671031,193348,4041,33817,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2.17,0.080288762,99.56,37.06,5.54,0.455329639,0.457345253,1.228741155,578.7853598,32.07221102,0.01,0.014197014,6.32,0.13
